company_id,name,city,country,longitude,latitude,revenue,revenue_exact,continent,industry_main,industries,companies_subsidiaries,companies_acquisitions,companies_similar,alexa_rank,monthly_visitors,social_networks,stock_exchange,technologies,technologies_categories,is_unicorn_company,total_employees,total_employees_exact,year_founded,description,description_short,domain,fortune_company_id,fortune_rank,fortune_revenues,fortune_revchange,fortune_profits,fortune_prftchange,fortune_assets,fortune_mktval,fortune_rankchange1000,fortune_employees,fortune_rankchange,fortune_sector,fortune_industry,fortune_hqcity,fortune_hqstate,fortune_rankgain,fortune_rankdrop,fortune_newcomer,fortune_profitable,fortune_ceofounder,fortune_ceowoman,fortune_jobgrowth,fortune1000-y-n,best-company-y-n,permalink
70,techyon,Waterloo,Canada,-80.5222961,43.4652699,1m-10m,,North America,computer-programming,"computer-programming, data-processing, information-technology, services",,,"Dealertrack, Paysafe Group, Audible, LinkedIn, Perficient, Apartments.com, Webex, ReachLocal, StubHub, Zywave, CMD Group, Rackspace Technology, Thomson Reuters, Trulia, Zebra Technologies, Grid Dynamics, Navisite, Cprime, Credera, Ancestry, ServiceSource, Wyzant, NCR, SMTP, Hightail",,under-10k,"https://facebook.com/techyonorg, https://www.linkedin.com/company/5214542, https://twitter.com/techyonorg",,"apache, cloudflare-cdn, fastly, google-workspace, mailchimp","application-server, business-instant-messaging, calendar, cloud-content-collaboration, content-delivery-network, content-management, document-creation, email, email-deliverability, email-marketing, enterprise-content-delivery-network, hosting, idea-management, internal-communications, it-infrastructure, it-management, marketing, note-taking-management, office, office-suites, presentation, screen-sharing, spreadsheets, survey, team-collaboration, video-conferencing, virtual-waiting-room, website-builder",,10-50,,2013.0,Techyon is a nonprofit dedicated to empowering the next generation of tech entrepreneurs,Techyon is a nonprofit dedicated to empowering the next generation of tech entrepreneurs.,techyon.org,,,,,,,,,,,,,,,,,,,,,,,,,
71,fisher & paykel appliances,Auckland,New Zealand,174.7631803,-36.852095,over-1b,,Oceania,consumer-goods,"appliances, companion-products, consumer-goods, consumers, cooking-accessories, cooking-appliances, cooktops, dishwashers, dryers, freezers, grills, home-appliances, kitchen-appliances, local-services, more, more-, ovens, rangehoods, refrigerators, repair, washing-machines",,,"Whirlpool Corporation, BSH Hausgeräte, Miele, Dacor, Fisher & Paykel Healthcare, Electrolux, Haier Europe, Fisher & Paykel Appliances Italy SpA, Samsung, GE Appliances, Factory Builder Stores, Summit Appliance, Kirby, Oreck, Espressotec Sales & Service, Centre Du Rasoir Et Plus, Baron's Major Brands, Bells Domestics, Bergen Refrigeration, Brand Source, Rexair, TA Appliance, Appliance Distributors Un, All Brand Appliance Parts, Modern Gas Sales",393071.0,50k-100k,"https://www.facebook.com/fisherpaykelna, https://instagram.com/fisherpaykel, https://www.linkedin.com/company/fisher-&-paykel, https://pinterest.com/fisherpaykel, https://www.twitter.com/fisherpaykelus, https://youtube.com/user/fisherandpaykel",,"amazon-cloudfront, apache, facebook-social-plugins, google-analytics, google-tag-manager, nginx","application-development, application-server, container-networking, containerization, content-analytics, content-delivery-network, content-marketing, ddos-protection, development, devops, devsecops, digital-analytics, enterprise-content-delivery-network, hosting, it-infrastructure, load-balancing, marketing, mobile-analytics, mobile-app-analytics, mobile-development, security, social-media-marketing, tag-management, web-accelerator, web-application-firewalls, web-security, web-server-accelerator",,500-1k,1720.0,1934.0,"Fisher & Paykel Appliances designs, manufactures & markets a range of innovative household appliances developed with a commitment to technology, design, user-friendliness & environmental awareness. We have been designing products since 1934 & have grown into a global company operating in 50 countries, manufacturing in Thailand, Mexico, China and Italy. Our design heritage is founded on a pioneering spirit & a culture of curiosity that has challenged conventional appliance design to consistently deliver products tailored to human needs. For us, legacy is about looking to the future while ensuring what we develop today is aligned to the fundamental principles of sustainable design. We are committed to ongoing research and development. Our culture is one of open innovation, which allows people to work collaboratively to find insights & ideas that connect with our customers & respect our planet. Fisher & Paykel Appliances Ltd includes other subsidiary companies. Dynamic Cooking Systems Inc, in the USA specialises in outdoor & indoor cooking products some of which are now available in Australia & NZ, & Fisher & Paykel Italy specialises in European cooking products.","Fisher & Paykel Appliances designs, manufactures & markets a range of innovative household appliances developed with a commitment to technology, design, user-friendliness & environmental awareness.",fisherpaykel.com,,,,,,,,,,,,,,,,,,,,,,,,,
72,dlocal,Montevideo,United States,-95.723559,44.942523,,,North America,finance,"alternative-payment-methods, argentina, billing, brazil, chile, china, colombia, consumer-internet, consumers, credit-cards, e-commerce, emerging-markets, finance, finance-technology, financial-services, fintech, information-technology, internet, latin-america, merchant-services, mexico, mobile-payments, online-payment-gateway, online-payment-services, online-payment-system, payment-processing, payment-service-provider, payments, payouts, peru, services, technology, uruguay",,,"Payfirma, PaybyMe, Seergate, Payzoff, StudentStay, TSYS, PayPal, Yo, Hyperwallet, Anedot, Dwolla, Azimo, Earnin, Twisto, Credorax, Skrill, Paymark, AppTech, Modo, Uphold, GoCoin, Chime, MatchMove, Bolt, PAAY",29199.0,10m-50m,"https://www.facebook.com/dlocal360payments, https://www.linkedin.com/company/dlocal, https://twitter.com/dlocalpayments",,"google-cloud, google-workspace","archive-storage, block-storage, business-instant-messaging, calendar, cloud-content-collaboration, cloud-file-storage, cloud-platform-as-a-service, container-management, container-orchestration, container-registry, containerization, content-management, development, devops, document-creation, email, hybrid-cloud-storage, idea-management, internal-communications, it-infrastructure, load-balancing, note-taking-management, object-storage, office, office-suites, presentation, screen-sharing, spreadsheets, storage-management, survey, team-collaboration, video-conferencing, virtual-private-cloud, website-builder",,50-200,,2016.0,"dLocal ( is the only 360 payments technology platform for Latin America and other emerging markets. Over 450 e-commerce merchants use our 1 API to offer 200+ locally-relevant payment methods to their customers in 18 markets around the world. With dLocal, there is no need to manage separate pay-in and payout processors, set up local entities, integrate dozens of isolated payment methods, nor undergo heavy operational and tax burdens. We operate as both a payments processor and a merchant of record in each of the markets we cover, making it simple and risk-free for our clients and partners to make inroads into the world's fastest-growing, emerging markets. Leading global e-commerce companies rely on dLocal to manage their payments expansion effortlessly and drive payment conversions.",dLocal ( is the only 360 payments technology platform for Latin America and other emerging markets.,dlocal.com,,,,,,,,,,,,,,,,,,,,,,,,,
73,shell,The Hague,Netherlands,4.3113461,52.0799838,over-1b,,Europe,oil-and-energy,"airlines, automotive, automotive-repair, aviation, basic, biofuels, chemicals, clean-energy, convenience-stores, detailed-engineering, downstream, energy, environmental-services, exploration, feasability-studies, food, gas, gas-stations, integrated-gas, new-energies, oil, oil-products, parking, railroad, services, so2, technology, tgt, transportation, trucking, upstream",,"BG Group, First Utility","Chevron, Nestlé, Baker Hughes, ExxonMobil, Schlumberger, bp, Halliburton, Unilever, Petroliam Nasional Berhad, TotalEnergies, ColorFrog, IGT - Innovative Green Technologies, Scantec Recruit, WESCO Distribution, Suncor Energy, Freudenberg Filtration Technologies, RHL - Recruitment Holdings, IMQ S., Gulf Oil, Ringers Gloves, Enviro-Master Services DC Metro Area, Biobent Polymers, Lyndon Tree Care & Landscaping, Smit & Zoon, Antea Group",34167.0,10m-50m,"http://angel.co/royal-dutch-shell, https://www.facebook.com/Shell, https://instagram.com/shell, https://www.linkedin.com/company/shell, http://twitter.com/shell, https://youtube.com/user/shell",,"adobe-experience-manager, apache, apple-business-manager, express-js, google-analytics, java, microsot-365, node-js","application-development, application-server, calendar-and-scheduling, cloud-file-storage, cloud-storage, collaboration, content-analytics, content-experience-platforms, content-management, content-marketing, customer-communications-management, customer-service, development, digital-analytics, digital-experience-platforms, digital-governance, email-service, it-infrastructure, it-management, javascript-web-frameworks, marketing, mobile-analytics, mobile-app-analytics, mobile-development, office-suites, productivity, programming-languages, team-collaboration, user-generated-content, video-conferencing, web-content-management, web-frameworks",,over-10k,189180.0,1907.0,"Shell is a global group of energy and petrochemicals companies. It consists of the businesses of Upstream, Integrated Gas, Downstream, and Projects & Technology. With approximately 90,000 employees in more than 70 countries and territories, Shell is helping to meet the world's growing demand for energy in economically, environmentally and socially responsible ways. Join the conversation on Facebook.com/ShellFollow us on Twitter.com/ShellLearn more about us on YouTube.com/Shell",Shell is a global group of energy and petrochemicals companies.,shell.com,,,,,,,,,,,,,,,,,,,,,,,,,
74,capgemini,Paris,France,2.3514616,48.8566969,over-1b,,Europe,information-technology-and-services,"application-management, b2b, business-information-management, business-services, business-technology, consulting, custom-solution-development, enterprise-software, information-technology, media, news, outsourcing, package-based-solutions, process-consulting, services, software, technology","Campus Serge Kampf Les Fontaines, Sogeti","Acclimation, Euriware, IGATE","Cognizant, Accenture, Deloitte, Amazon, IBM, HCL Technologies, Tata Consultancy Services, Infosys, Wipro, Tech Mahindra, Bell Integrator, Nerdery, Contently, DotcomWeavers, Creole Studios, Feynman Group, Light Blue Optics, The Karcher Group, Maven, Purple, Rock, Scissors, Mightily, Freeformers, Primus Software, Blindbid, Powered",9833.0,50m-100m,"http://angel.co/capgemini, http://www.facebook.com/capgemini, https://instagram.com/capgemini, https://www.linkedin.com/company/157240, http://www.twitter.com/capgemini, https://youtube.com/profile",,"cloudflare-cdn, facebook-social-plugins, google-analytics, google-tag-manager, hotjar, mysql, new-relic, nginx, php, salesforce-account-engagement, section-io, wordpress","aiops-platforms, application-development, application-performance-monitoring, application-server, attribution, aws-marketplace, cloud-infrastructure-monitoring, container-monitoring, container-networking, containerization, content-analytics, content-delivery-network, content-management, content-marketing, conversion-rate-optimization, database, ddos-protection, development, devops, devsecops, digital-analytics, digital-experience-monitoring, enterprise-content-delivery-network, heatmap, hosting, incident-management, it-alerting, it-infrastructure, it-management, landing-page-builders, load-balancing, log-analysis, log-monitoring, marketing, marketing-analytics, marketing-automation, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, monitoring, observability-solution-suites, office, programming-languages, relational-databases, security, server-monitoring, session-replay, social-media-marketing, tag-management, user-research, virtual-waiting-room, web-accelerator, web-application-firewalls, web-content-management, web-security, web-server-accelerator",,over-10k,300270.0,1967.0,"With more than 190,000 people, Capgemini is present in over 40 countries and celebrates its 50th Anniversary year in 2017. A global leader in consulting, technology and outsourcing services, the Group reported 2016 global revenues of EUR 12.5 billion. Together with its clients, Capgemini creates and delivers business, technology and digital solutions that fit their needs, enabling them to achieve innovation and competitiveness. A deeply multicultural organization, Capgemini has developed its own way of working, the Collaborative Business ExperienceTM, and draws on Rightshore®, its worldwide delivery model.","With more than 190,000 people, Capgemini is present in over 40 countries and celebrates its 50th Anniversary year in 2017.",capgemini.com,,,,,,,,,,,,,,,,,,,,,,,,,
75,dataart,New York,United States,-74.0060152,40.7127281,200m-1b,,North America,information-technology-and-services,"b2b, cloud-computing-technology, computer-software, custom-software-development, enterprise-software, enterprises, entertainment-software, finance, financial-services, financial-services-software, financial-software-development, healthcare-software-development, hospitality-software-solutions, information-technology, life-science, media, medical-software-development, mobile-app-development, mobile-application-development, music-technology, services, software, software-development, sports-betting-solutions, telecommunications, travel",,,"Luxoft, EPAM Global, GlobalLogic, Ciklum, SoftServe, ELEKS, Sigma Software, N-iX, Intellias, HCL Enterprise, Wells Fargo Advisors, Kellton Tech Solutions, Naseba, Intelenet Global Services, Expensify, Happay, Persado, Hollstadt Consulting, Diverse Lynx, Switchfly, SutiSoft, AccountSight, Xpenditure, TCV, Nexonia",179139.0,500k-1m,"http://angel.co/dataart, http://www.facebook.com/DataArt, https://www.linkedin.com/company/dataart, http://www.twitter.com/DataArt",,"amazon-cloudfront, amazon-s3, cloudflare-cdn, facebook-social-plugins, google-analytics, google-tag-manager, hotjar, hubspot, matomo, microsoft-asp-net, microsoft-iis, nginx, section-io","ai-sales-assistant, application-development, application-server, archive-storage, business-card-scanning, business-scheduling, container-networking, containerization, content-analytics, content-delivery-network, content-marketing, conversation-intelligence, conversion-rate-optimization, cpq, crm, ddos-protection, demand-generation, development, devops, devsecops, digital-analytics, email-tracking, enterprise-content-delivery-network, heatmap, hosting, it-infrastructure, it-management, lead-generation, load-balancing, marketing, mobile-analytics, mobile-app-analytics, mobile-development, object-storage, office, online-appointment-scheduling, other-web-frameworks, outbound-call-tracking, quote-management, quote-to-cash, sales, sales-acceleration, sales-acceleration-platforms, sales-analytics, sales-enablement, sales-engagement, sales-intelligence, sales-performance-management, sales-platforms, security, session-replay, social-media-marketing, storage-management, tag-management, user-research, virtual-waiting-room, visitor-identification, web-accelerator, web-application-firewalls, web-frameworks, web-security, web-server-accelerator",,1k-5k,4580.0,1997.0,"DataArt is a global technology consultancy that designs, develops and supports unique software solutions, helping clients take their businesses forward. Recognized for their deep domain expertise and superior technical talent, DataArt teams create new products and modernize complex legacy systems that affect technology transformation in select industries. DataArt has earned the trust of some of the world's leading brands and most discerning clients, including Nasdaq, S&P, Travelport, Ocado, artnet, Betfair, and Apple Leisure Group among others. Organized as a global network of technology services firms, DataArt brings together expertise of over 2,500 professionals in 20 locations in the US, Europe, and Latin America.","DataArt is a global technology consultancy that designs, develops and supports unique software solutions, helping clients take their businesses forward.",dataart.com,,,,,,,,,,,,,,,,,,,,,,,,,
76,teva pharmaceuticals,Israel,United States,-79.8109014,39.3181528,over-1b,,North America,pharmaceuticals,"active-pharmaceutical-ingredients, biologics, biosimilars, cns, development, diagnostic-substances, generic-medicines, migraine, oncology, pain-care, pharmaceutical-research, pharmaceuticals, quality-healthcare, respiratory, specialty-medicines","PLIVA, Teva Santé","CIMA Labs, Mepha / Teva Switzerland, ratiopharm, TAPI - Teva Active Pharmaceutical Ingredients","GSK, Pfizer, Abbott, Sanofi, Johnson & Johnson, AstraZeneca, Novartis, Roche, Bayer, Merck, Bristol Myers Squibb, Takeda, Evotec, Vernalis Research, Luye Pharma Group, Medivir AB, Sprint Bioscience, AbbVie, Takeda Oncology, TESARO, EMD Serono, Covance, Premier Research, Medpace, Ergomed",193698.0,500k-1m,"https://angel.co/teva-pharmaceutical-industries, https://www.facebook.com/tevapharm, https://www.linkedin.com/company/teva-pharmaceuticals, https://twitter.com/tevapharm",,"crazy-egg, facebook-social-plugins, google-analytics, google-tag-manager, imperva-app-protect, microsoft-asp-net, microsoft-iis","a-b-testing, application-development, application-server, cloud-ddos-mitigation, cloud-security, content-analytics, content-delivery-network, content-marketing, conversion-rate-optimization, development, devsecops, digital-analytics, heatmap, hosting, it-infrastructure, marketing, mobile-analytics, mobile-app-analytics, mobile-development, other-web-frameworks, security, session-replay, social-media-marketing, tag-management, web-application-firewalls, web-frameworks, web-security, website-security",,over-10k,24330.0,1901.0,"Teva Pharmaceuticals has been developing and producing medicines to help improve people’s lives for more than a century. We are committed to being a global leader in generic and specialty medicines with a portfolio of 3,500 products in nearly every therapeutic area. Around 200 million people around the world take a Teva medicine every day. They are served by one of the largest and most complex supply chains in the pharmaceutical industry. Along with our established presence in generics, we have significant innovative research and operations supporting our growing portfolio of specialty and biopharmaceutical products. Learn more at www.tevapharm.com. Please note that adverse effects for any of our products should be reported to: Safety. AE@teva.co.il Product-specific questions should be directed to Teva or Teva Group subsidiaries in your country. Contact details and Teva's Pharmacovigilance Privacy Policy may be found here:",Teva Pharmaceuticals has been developing and producing medicines to help improve people’s lives for more than a century.,tevapharm.com,,,,,,,,,,,,,,,,,,,,,,,,,
77,fosad consulting,,,,,,,,human-resources,"allied-services, development, expatriate, human-resource-services, human-resources, learning",,,"Spectrum for Living, Project QUEST, Floating Doctors, Paul Carlson Partnership, Pyramid, NVFS, Forest Foundation, Trenton Health Team, DreamTree Project, Massachusetts Society for Medical Research (MSMR), FamilyServiceRV, Clinical Laboratory Management Association - CLMA, Joe's Kids, Community Health Association of Mountain/Plains States (CHAMPS), Trinity Services, Masters Management Consultants India, HealthEd Connect, MHS (Mennonite Health Services), Oregon Technical Assistance Corporation, The Arc of Virginia, Pixeleditors, EmpowHER, Compassionate Friends, Florida Department of Health, AAFA National",,under-10k,"https://www.facebook.com/pages/Fosad-Consulting/203343213196595, https://www.linkedin.com/company/2900177",,"addtoany, elementor, google-analytics, google-maps, google-tag-manager, hotjar, mysql, php, wordpress, yoast-seo","application-development, aws-marketplace, content-analytics, content-management, content-marketing, conversion-rate-optimization, database, development, digital-analytics, gis, heatmap, it-infrastructure, marketing, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, office, other-marketing, pop-up-builder, programming-languages, relational-databases, seo, session-replay, tag-management, user-research, web-content-management, website-builder",,10-50,,1999.0,"We are a business support services firm with a proven track record. With over 13 years providing critical business support to new and established businesses, the firm has deep, specialized support service skills. Our clientele are some of the top performing brands in Nigeria. Most of our clients have retained our services for over 13 years attesting to the depth in professional services which we continue to offer. Our client base range from the Maritime sector to Oil and Gas, Finance, Fast and Moving Consumer Goods (FMCG), Information Technology, to name a few. We offer a wide range of services that harnesses the power of the group to deliver consistent and outstanding service to all clients.",We are a business support services firm with a proven track record.,fosadconsulting.com,,,,,,,,,,,,,,,,,,,,,,,,,
78,transunion,Chicago,United States,-87.6244212,41.8755616,over-1b,,North America,information-technology-and-services,"big-data, credit, credit-bureau, credit-data, e-commerce-fraud-protection-software, finance, financial-inclusion, financial-services, fraud-detection-software, fraud-prevention, identity, information-management, information-technology, legal, lending-data, risk-management, services, software",,"FactorTrust, Healthcare Payment Specialists, iovation, Rubixis, TruSignal","Accenture, Experian, Amazon, Deloitte, Equifax, Google, EY, Neustar, Citi, TransUnion CIBIL, Experian, Trulioo, Riskalyze, Asse, OneTrust, Axtria, Cytora, LendingFront, Aliya Financial Technologies, Analyze Re, Mela Capital Group, Pier, RiskSystem, Everysk Technologies, RavenPack",9055.0,50m-100m,"http://angel.co/transunion, https://www.facebook.com/transunion, https://instagram.com/transunion, https://www.linkedin.com/company/4310, http://www.twitter.com/transunion, https://youtube.com/user/transunion",NYSE,"adobe-experience-manager, amazon-cloudfront, amazon-ecs, amazon-s3, apache, apache-traffic-server, cloudflare-cdn, facebook-social-plugins, google-analytics, google-tag-manager, hotjar, java, microsoft-azure-cdn, nginx, optimizely, section-io, sentry","a-b-testing, alm-software-suites, application-development, application-performance-monitoring, application-server, archive-storage, bug-tracking, ci-cd, commerce, configuration-management, container-management, container-networking, container-orchestration, containerization, content-analytics, content-delivery-network, content-experience-platforms, content-management, content-marketing, conversion-rate-optimization, customer-communications-management, customer-service, ddos-protection, development, devops, devsecops, digital-analytics, digital-experience-platforms, digital-governance, e-commerce, e-commerce-personalization, enterprise-content-delivery-network, feature-management, game-development, gaming, heatmap, hosting, iot-development, iot-management, it-alerting, it-infrastructure, it-management, load-balancing, log-monitoring, marketing, mobile-analytics, mobile-app-analytics, mobile-crash-reporting, mobile-development, monitoring, object-storage, personalization-engines, programming-languages, security, session-replay, social-media-marketing, storage-management, tag-management, user-generated-content, user-research, virtual-waiting-room, web-accelerator, web-application-firewalls, web-content-management, web-security, web-server-accelerator, website-monitoring",,1k-5k,9340.0,1968.0,"TransUnion is more than just a credit reporting agency. We're a sophisticated, global risk information provider striving to use Information for Good. Serving roughly 45,000 companies and more than 500 million customers in 33 countries globally, we're committed to providing the most complete and multidimensional information available, to help our customers make the best possible choices. It's because we value our customers' success as much as our own that we go beyond credit data to offer the insights businesses and consumers need to make informed decisions and achieve great things. By understanding our customers' evolving needs and creating solutions that help them innovate and grow, we simultaneously create our own opportunities to reinvest and thrive, and then pass along that success. Our mission is to help people everywhere access the opportunities that lead to a higher quality of life. By helping organizations optimize their risk-based decisions and enabling consumers to understand and manage their personal information, we empower both to take their destinies into their own hands. We operate with the belief that information can help advance our industry, facilitate commerce and ultimately increase the standard of living for consumers around the world. These are lofty goals that we embrace wholeheartedly and are diligently committed to attaining. To learn more, visit www.transunion.com.",TransUnion is more than just a credit reporting agency.,transunion.com,371.0,809.0,3145.0,15.8,1387.1,304.2,12635.0,19882.6,-13.0,10200.0,,business services,financial data services,chicago,il,,,no,yes,no,no,yes,no,no,https://fortune.com/company/transunion/fortune500/
79,emirates nbd,Dubai,United Arab Emirates,55.18853865430702,25.07428235,over-1b,,Asia,banking,"banking, commercial-banks, corporate-banking-solutions, finance, investment, islamic-banking-solutions, nec, retail, retail-banking-solutions",,,"ADCB, Commercial Bank of Dubai, ADIB - Abu Dhabi Islamic Bank, Dubai Islamic Bank, QNB Group, Emirates Islamic, Mashreq Bank, RAKBANK, Personal Banking, ALEXBANK, SouthState Bank, Union Bank, ASB Bank, ANZ, Nationwide Building Society, Al Ahli Bank of Kuwait, Northern Bank, Eurobank, Arab African International Bank, CSB Bank, MB Financial Bank, BIL, LCNB National Bank, Housing Finance Bank, Raiffeisenbank Hrvatska",13261.0,10m-50m,"https://www.linkedin.com/company/707016, https://www.twitter.com/emiratesnbd",,,,,5k-10k,12130.0,1963.0,"Emirates NBD is a leading banking Group in the region. As at 30th September 2016, total assets were AED 446 Billion, (equivalent to approx. USD 121 Billion). The Group has a leading retail banking franchise in the UAE, with more than 220 branches and over 985 ATMs and CDMs in the UAE and overseas. It is a major player in the UAE corporate and retail banking arena and has strong Islamic Banking, Global Markets & Treasury, Investment Banking, Private Banking, Asset Management and Brokerage operations. The Group has operations in the UAE, Egypt, the Kingdom of Saudi Arabia, Singapore, the United Kingdom and representative offices in India, China and Indonesia. The Group is an active participant and supporter of the UAE's main development initiatives and of the various educational, environmental, cultural, charity and community welfare establishments. For more information, please visit: www.emiratesnbd.comبنك الإمارات دبي الوطني هو مجموعة مصرفية رائدة في منطقة الشرق الأوسط. كما في 31 مارس 2016 بلغ مجموع أصول المجموعة414.5 مليار درهم )ما يعادل تقريباً 112.6 مليار دولار أمريكي) وتقوم المجموعة بتقديم أعمال مصرفية رائدة للأفراد في الدولة من خلال شبكة فروعها التي تضم أكثر من 220 فرعاً إضافة إلى ما يزيد على 960 جهاز صراف آلي وجهاز إيداع فوري في الدولة وفي الخارج. وتعتبر المجموعة اللاعب الرئيسي في مجال الأعمال المصرفية للشركات في الدولة وتقوم بتقديم الأعمال المصرفية الإسلامية والأسواق العالمية والخزينة والاستثمارية والخاصة وإدارة الأصول وعمليات الوساطة.وتعمل المجموعة في الإمارات العربية المتحدة ومصر والمملكة العربية السعودية وسنغافورة والمملكة المتحدة ولديها مكاتب تمثيلية في الهند والصين وأندونيسيا.وتعتبر المجموعة من أكثر المؤسسات نشاطاً في المشاركة بأهم مبادرات التطوير والانماء في دولة الامارات العربية المتحدة كما أنها تقوم بدعم مختلف المؤسسات التعليمية والبيئية والثقافية والخيرية والمجتمعية.للمزيد من المعلومات الرجاء زيارة الموقع الإلكتروني: www.emiratesnbd.com",Emirates NBD is a leading banking Group in the region.,emiratesnbd.com,,,,,,,,,,,,,,,,,,,,,,,,,
80,halliburton,Houston,United States,-95.3676974,29.7589382,over-1b,,North America,oil-and-energy,"completion, drilling, energy, evaluation, gas, gas-back-office-software, natural-resources, oil, production, software",,,"Chevron, Baker Hughes, ExxonMobil, Schlumberger, Shell, bp, NOV, Weatherford International, Aram, TotalEnergies, Murphy Oil, Drillinginfo, P2 Energy Solutions, Quorum Software, Enertia Software, Parsable, Becht Engineering, KAPPA Engineering, KBC Advanced Technologies (A Yokogawa Company), ArabiaWeather, GDS Ware, Bluetick, NeoFirma, Neas Energy A/S, EnergySys",70053.0,1m-10m,"http://angel.co/halliburton, http://www.facebook.com/halliburton, https://instagram.com/halliburton, https://www.linkedin.com/company/halliburton, http://twitter.com/halliburton, https://youtube.com/halliburton",NYSE,"adobe-experience-manager, amazon-cloudfront, apache, at-internet, at-internet-xiti, cloudflare-cdn, java, salesforce-account-engagement","application-server, attribution, content-delivery-network, content-experience-platforms, content-management, content-marketing, conversion-rate-optimization, customer-communications-management, customer-service, digital-analytics, digital-experience-platforms, digital-governance, enterprise-content-delivery-network, hosting, it-infrastructure, it-management, landing-page-builders, marketing, marketing-analytics, marketing-automation, programming-languages, user-generated-content, web-content-management",,over-10k,59950.0,1919.0,"Founded in 1919, Halliburton is one of the world's largest providers of products and services to the energy industry. With approximately 50,000 employees, representing 140 nationalities in approximately 70 countries, the company helps its customers maximize value throughout the lifecycle of the reservoir - from locating hydrocarbons and managing geological data, to drilling and formation evaluation, well construction and completion, and optimizing production throughout the life of the asset. Visit the company's website at www.halliburton.com.","Founded in 1919, Halliburton is one of the world's largest providers of products and services to the energy industry.",halliburton.com,890.0,241.0,15295.0,5.9,1457.0,,22321.0,34028.9,-30.0,40000.0,-30.0,energy,"oil and gas equipment, services",houston,tx,no,yes,no,yes,no,no,no,no,no,https://fortune.com/company/halliburton/fortune500/
81,kbr,Houston,United States,-95.3676974,29.7589382,1m-10m,,North America,defense-and-space,"aerospace, building-maintenance, building-material, chemical, chemicals, construction, construction-general-contractors, consulting, defense, energy, engineering, gas, government-contractor, government-services, hydrocarbon, industrial, life, logistics, maintenance, mission-solutions, oil, operations, operative-builders, paper, physical-science, productivity, professional-services, program-management, program-support, project-management, pulp, refinery, space, technology","Integrity Applications, Kord Technologies, Sigma Bravo - A KBR","Integrity Applications, PreTalen, Stinger Ghaffarian Technologies (SGT)","Jacobs, Fluor, AECOM, Wood, Worley, DynCorp International, McDermott International, Bechtel, Vectrus, LOC, S & B Engineers and Constructors, Belcan, KEC International, Beleef Boskalis, Kleinfelder, MWH Global, MasTec, Mazzetti, CPB Contractors, Coffman Engineers, HB McClure, Semco Maritime, Murray & Roberts, Merrick & Company, Chugach Alaska",91408.0,1m-10m,"https://facebook.com/kbrincorporated, https://instagram.com/kbr.inc, https://www.linkedin.com/company/kbr-inc, https://twitter.com/kbrincorporated, https://youtube.com/channel/ucon5pa5ecvwteh4g80r51ba/featured",,"acquia-marketing-cloud, amazon-cloudfront, amazon-ec2, amazon-s3, apache, cloudflare-cdn, drupal, google-analytics, google-tag-manager, new-relic, nginx, php","aiops-platforms, application-development, application-performance-monitoring, application-server, archive-storage, aws-marketplace, cloud-infrastructure-monitoring, container-monitoring, container-networking, containerization, content-analytics, content-delivery-network, content-management, content-marketing, customer-data-platforms, customer-journey-analytics, customer-journey-mapping, ddos-protection, development, devops, devsecops, digital-analytics, digital-asset-management, digital-experience-monitoring, digital-experience-platforms, enterprise-content-delivery-network, hosting, incident-management, infrastructure-as-a-serviceproviders, it-alerting, it-infrastructure, it-management, load-balancing, log-analysis, log-monitoring, marketing, marketing-automation, marketplace-apps, mobile-analytics, mobile-app-analytics, mobile-development, monitoring, object-storage, observability-solution-suites, office, personalization-engines, programming-languages, security, server-monitoring, storage-management, tag-management, web-accelerator, web-application-firewalls, web-content-management, web-security, web-server-accelerator",,1k-5k,23730.0,1949.0,"KBRwyle is the global government services business of KBR, Inc. (NYSE: KBR). KBRwyle delivers full life cycle professional and technical services from over 60 U. S. and 40 international locations. The company is trusted to lead many of the world's largest and most critical government programs. KBRwyle's core capabilities include logistics, engineering, operations, science, program and acquisition management, IT, cyber and security services.","KBRwyle is the global government services business of KBR, Inc.",kbr.com,685.0,460.0,7339.0,27.3,18.0,,6199.0,7634.9,10.0,28000.0,10.0,engineering & construction,engineering & construction,houston,tx,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/kbr/fortune500/
